   5.2325143e+00  -7.1301675e+00   3.4355634e+00  -1.3578565e+00  -1.2846077e-01   5.3124420e-01   1.3124106e-01  -3.6612217e-02  -7.6967325e-02  -2.2139337e-01   1.0453839e-01  -2.7280780e-02  -2.0436940e-01  -9.4772875e-02  -4.4164006e-02  -1.1921971e-01  -4.3489162e-02  -8.6728835e-03   2.9378693e-02  -1.5142105e-01   1.8036746e-01
   5.8952066e+00  -8.0547285e+00   2.7286105e+00  -7.3108708e-01  -2.8164389e-01   5.0296409e-01   2.6396466e-01  -9.1295043e-02  -9.9341788e-02  -6.2084803e-02   1.5163330e-01   9.0114900e-02  -1.4161088e-01  -1.0561335e-01  -5.2955731e-02  -9.8689689e-02   3.6495202e-02  -1.9233896e-02   3.4808748e-02  -6.6365207e-02   1.0085191e-01
   5.8897974e+00  -7.9222925e+00   2.9421867e+00  -8.7918113e-01  -4.2320742e-01   4.7078825e-01   2.3535401e-01  -3.2603187e-02  -1.1227281e-01  -3.9804958e-02   1.4013412e-01   5.9416720e-02  -8.4446041e-02  -1.1524550e-01  -8.2548182e-02  -1.6179044e-01   3.6789168e-03   3.3297689e-02   1.9383825e-02  -3.5783730e-02   9.5138350e-02
   6.6549641e+00  -8.4280886e+00   2.5938680e+00  -1.0348720e+00  -2.3374877e-01   5.9888784e-01   1.1235216e-01  -2.5788802e-02  -4.7307601e-02  -1.1797673e-01   2.0611701e-01   4.5953815e-02  -1.2319683e-01  -1.4414197e-01  -8.9026140e-02  -7.9876540e-02   2.5927843e-02   6.8281341e-04   5.3134553e-03  -1.9134383e-02   9.9091253e-02
   5.9046988e+00  -7.9093746e+00   2.7265545e+00  -5.5283095e-01   1.1971734e-01   5.9653945e-01   4.0749773e-02  -1.5283940e-01  -1.1189966e-01  -1.3446936e-01   3.3918960e-02  -5.4911366e-02  -9.6426648e-02  -1.3303914e-01  -1.2546038e-01  -1.0222517e-01  -3.7006039e-02   2.3439944e-02   2.9163365e-02  -1.8821945e-01   1.2392009e-01
   5.4745798e+00  -7.3005658e+00   3.2608586e+00  -9.3953327e-01   9.4498894e-02   5.3270378e-01  -1.2957998e-04  -1.3880512e-01  -2.1018570e-02  -5.5808571e-02  -5.3993401e-02  -1.1331198e-01  -1.1590491e-01  -1.8865145e-01  -1.7545646e-01  -9.1812642e-02  -2.8333891e-03  -2.9188229e-02   3.2649527e-02  -1.7211391e-01   3.8367402e-03
   6.1163881e+00  -7.9588131e+00   2.5283498e+00  -2.3816127e-01   3.1661722e-01   4.7800014e-01  -1.0772955e-01  -1.7085550e-01  -1.0532588e-01  -9.1351850e-02  -4.0383387e-02  -1.4432330e-01  -1.0394772e-01  -1.4104363e-01  -1.2361521e-01  -9.7075711e-02   5.5916976e-04  -3.5765986e-03  -3.7164521e-02  -1.9624669e-01   1.1969956e-01
   5.8933378e+00  -7.6984683e+00   2.8613955e+00  -5.1438978e-01   2.7979865e-01   4.5960005e-01  -8.8313225e-02  -2.3546341e-01  -6.6355796e-02  -1.3756891e-01  -1.5858560e-02  -6.5942374e-02  -1.6225645e-01  -1.2312500e-01  -1.4579968e-01  -1.3994068e-01  -1.9222710e-03  -2.5154908e-02  -3.1068224e-03  -1.5551997e-01   8.5054181e-02
   5.8127068e+00  -7.8235143e+00   3.0863876e+00  -1.2865225e-01  -2.1920066e-01   2.9941578e-01   1.6044932e-01  -1.7687085e-01  -1.3786354e-01  -1.4595652e-01  -9.1418448e-02  -8.4222441e-02  -4.4470000e-02  -1.7417308e-01  -8.6702131e-02  -1.0604485e-01  -3.2930356e-02  -1.8288973e-02  -2.5116339e-03  -1.2370063e-01   3.7561173e-02
   6.6442174e+00  -8.5456413e+00   2.3252837e+00  -4.3645097e-01  -4.6722936e-01   3.1171107e-01   3.8574065e-01  -8.1015807e-02  -3.9899420e-02  -9.5417811e-02  -4.7800211e-02   3.2011928e-02   9.9408038e-02  -9.3031771e-03  -1.1151182e-01  -1.2239398e-01   7.3201447e-02   9.1621990e-02   4.7423279e-02  -8.4876288e-02   3.0920753e-02
   6.8750432e+00  -8.6431472e+00   2.2454854e+00  -1.8828643e-01  -2.7553071e-01   2.1972305e-01   2.7071329e-01  -9.2682752e-02  -7.8013927e-02  -1.0251372e-01  -4.7348196e-02   3.1101119e-02   4.7757141e-02  -6.7406860e-02  -1.1588059e-01  -1.1722974e-01  -1.0536073e-02   3.6389345e-02   2.2075822e-02  -6.1662401e-02   5.1950263e-02
   6.7242183e+00  -8.6385223e+00   2.2708387e+00  -9.6908366e-02  -3.1601636e-01   2.8849643e-01   3.0415235e-01  -2.8073032e-02  -1.4079281e-01  -1.1660061e-01  -6.7698633e-02  -9.4499140e-03   7.0471181e-02  -6.6935694e-02  -1.0976916e-01  -1.2777162e-01   2.6347302e-02   6.3588244e-02  -4.4753027e-03  -1.2112947e-01   9.6030783e-02
   5.1319439e+00  -7.9016429e+00   2.2233376e+00   9.7409384e-01   1.8916067e-01  -2.6915832e-01  -2.3576003e-01  -1.7290253e-01  -8.7696664e-03   9.3814109e-02   1.0355580e-01  -1.0384956e-02  -1.3073663e-02  -8.0056900e-02  -4.9841741e-02  -3.0404732e-03   1.1138925e-02   2.9892827e-02   2.4979579e-02  -1.5709760e-01   1.1981157e-01
   5.8601471e+00  -8.2560313e+00   2.1262663e+00   1.0146332e+00   2.0459892e-01  -3.3172176e-01  -2.3545769e-01  -1.3621447e-01  -1.3364356e-02   1.5234151e-02   6.2465977e-02   1.2211736e-03  -9.4945314e-02  -4.5369546e-02  -8.2564051e-02  -3.3445890e-02  -4.1991472e-02   2.8218558e-02  -5.4984671e-03  -3.4879904e-02  -1.3011350e-03
   5.3163280e+00  -7.9603837e+00   2.2807384e+00   1.0059771e+00   2.2353840e-01  -3.2733973e-01  -2.8650520e-01  -1.5032053e-01  -2.6648633e-02   7.2520834e-02   1.1571901e-01  -1.2508450e-02  -3.6093199e-02  -7.9076746e-02  -7.6529609e-02  -2.7448126e-02  -1.4835765e-03   3.5597996e-02  -2.3132758e-03  -1.0494409e-01   4.1175136e-02
   5.9158167e+00  -8.2132518e+00   2.5578217e+00   5.9917145e-01  -1.6042841e-01  -6.7717924e-02   3.2597766e-02  -1.9525933e-02  -3.5595046e-02  -9.3309265e-02  -8.3866491e-02  -7.3644486e-02  -4.3512909e-02  -4.2292824e-02  -5.6712311e-02  -8.5162797e-02  -2.9906792e-02  -6.6746149e-02  -2.4683789e-02  -7.3102812e-02   6.4052146e-02
   8.1150060e+00  -9.0453394e+00   1.5173408e+00  -5.2146017e-02  -8.5928695e-02  -1.0989994e-02  -1.7173443e-02  -8.4621803e-02  -1.4029999e-01  -9.9282952e-02   3.6382160e-02  -4.3416476e-02  -1.3478268e-01  -1.1640777e-01  -1.7867372e-02   6.7652053e-02   1.1186999e-01  -4.6648871e-02  -3.8693632e-02  -9.8780845e-02   1.8412884e-01
   8.0394527e+00  -8.8848850e+00   1.9579715e+00  -9.8723500e-02  -1.2979425e-01   7.2597848e-02   4.9841417e-02  -1.6102260e-01  -2.0193821e-01  -1.5138784e-01  -7.3229225e-02  -8.0548751e-02  -1.3825496e-01  -1.8445077e-01  -4.7965281e-02   6.6512806e-02   3.8105192e-02  -1.0609770e-01  -5.8642418e-02  -1.3915956e-01   2.3161860e-01
   7.4468192e+00  -8.6409331e+00   1.7242218e+00  -1.7658499e-01  -2.0902383e-01   2.1559340e-01   2.8301678e-01  -3.3899017e-02  -2.6983192e-01  -1.8642138e-01  -6.1386447e-02  -4.6346341e-02  -7.4446549e-02   2.6964374e-02   3.2502878e-02  -3.2384814e-02   5.0987397e-03  -6.4091746e-03  -8.8136473e-02  -1.5479901e-01   2.4638594e-01
