  -5.5057454e-03   1.3934366e-02  -2.5882773e-02   4.0027769e-02  -5.2667256e-02   6.1026459e-02  -6.2165760e-02   5.6407532e-02  -4.4926652e-02   3.1569359e-02  -1.8849983e-02   9.4948860e-03  -3.5140961e-03   9.6468433e-04   5.5441956e-05   3.1766781e-05
  -1.2137733e-01   2.3245914e-01  -3.1817749e-01   3.6183366e-01  -3.3682542e-01   2.7436375e-01  -1.8420344e-01   1.1108502e-01  -5.5758216e-02   4.0530052e-02  -3.2268187e-02   3.5365565e-02  -2.5809886e-02   1.9669716e-02  -4.5022391e-03   3.6153019e-03
  -1.5550110e-01   2.9138050e-01  -3.9001102e-01   4.2885245e-01  -3.7805152e-01   2.8710042e-01  -1.6956635e-01   8.3700922e-02  -2.8668404e-02   2.7206705e-02  -3.1159486e-02   4.4707576e-02  -3.5570074e-02   2.7065863e-02  -6.5140470e-03   5.0275692e-03
  -4.3708767e-02   9.4160687e-02  -1.4777106e-01   1.9236133e-01  -2.0764686e-01   1.9242494e-01  -1.4525005e-01   8.5299703e-02  -2.4827575e-02  -1.5722153e-02   3.6703905e-02  -3.5615788e-02   2.6492112e-02  -1.2470340e-02   5.6297487e-03  -5.9833677e-05
  -9.5209771e-03   2.2263393e-02  -3.8774196e-02   5.7243803e-02  -7.2282908e-02   8.1599226e-02  -8.1788159e-02   7.4006738e-02  -5.9370844e-02   4.2648012e-02  -2.6259842e-02   1.4015084e-02  -5.7260245e-03   1.9258151e-03  -1.4103688e-04   1.6191569e-04
  -5.6692086e-03   1.3837133e-02  -2.5090540e-02   3.8434236e-02  -5.0604047e-02   5.9450173e-02  -6.2267369e-02   5.9125186e-02  -5.0169853e-02   3.8367018e-02  -2.5737839e-02   1.5187005e-02  -7.3698547e-03   3.0144969e-03  -7.2852714e-04   2.2199042e-04
  -7.4217437e-03   1.7592600e-02  -3.1182924e-02   4.6992367e-02  -6.0668937e-02   6.9977207e-02  -7.1781538e-02   6.6530090e-02  -5.4926324e-02   4.0808306e-02  -2.6386933e-02   1.4958694e-02  -6.8015009e-03   2.5869995e-03  -4.4396362e-04   1.6760122e-04
  -7.7818797e-03   1.8338149e-02  -3.2260006e-02   4.8298938e-02  -6.2108834e-02   7.1548852e-02  -7.3451498e-02   6.8314086e-02  -5.6740850e-02   4.2567843e-02  -2.7927839e-02   1.6230362e-02  -7.7098765e-03   3.1477680e-03  -7.2111771e-04   2.5590255e-04
  -1.1155743e-02   2.8815828e-02  -5.2425444e-02   7.6849328e-02  -9.2371619e-02   9.3554460e-02  -7.8049745e-02   5.1952080e-02  -2.2852805e-02   2.5903764e-04   1.2570576e-02  -1.4818127e-02   1.1523290e-02  -5.9877835e-03   2.3891063e-03  -2.5243939e-04
  -2.9760268e-02   6.7682165e-02  -1.1000569e-01   1.4716345e-01  -1.6231724e-01   1.5282750e-01  -1.1784788e-01   7.0851392e-02  -2.2567476e-02  -1.1673583e-02   3.0539608e-02  -3.1535380e-02   2.4471529e-02  -1.3218214e-02   6.0688764e-03  -6.7878184e-04
  -2.4086098e-02   5.4135676e-02  -8.9513734e-02   1.2368160e-01  -1.4280515e-01   1.4360391e-01  -1.2323477e-01   9.1002544e-02  -5.3968740e-02   2.4061408e-02  -3.1551034e-03  -5.1192756e-03   7.1719439e-03  -4.1212444e-03   2.2544151e-03   9.2616565e-05
  -3.0648343e-02   7.1458679e-02  -1.1716565e-01   1.5536943e-01  -1.6721689e-01   1.5004764e-01  -1.0620454e-01   5.3867578e-02  -6.4081812e-03  -2.1473154e-02   3.1702847e-02  -2.6134560e-02   1.6921682e-02  -7.1922899e-03   3.0652660e-03   1.0489237e-05
